2018-04-23 23:30:15.355937,PRDER,111111,20
2018-04-23 23:30:16.258658,PRDER,111111,20
2018-04-23 23:30:17.161191,PRDER,111111,21
2018-04-23 23:30:18.063694,PRDER,111111,19
2018-04-23 23:30:18.966348,PRDER,111111,18
2018-04-23 23:30:19.868987,PRDER,111111,19
2018-04-23 23:30:20.771552,PRDER,111111,19
2018-04-23 23:30:21.674163,PRDER,111111,19
2018-04-23 23:30:24.380291,PRDER,111111,19
2018-04-23 23:30:25.283395,PRDER,111111,19
2018-04-23 23:30:26.186031,PRDER,111111,20
2018-04-23 23:30:27.088516,PRDER,111111,21
2018-04-23 23:30:27.991156,PRDER,111111,21
2018-04-23 23:30:28.893784,PRDER,111111,20
2018-04-23 23:30:29.796438,PRDER,111111,19
2018-04-23 23:30:30.697984,PRDER,111111,20
2018-04-23 23:30:33.404152,PRDER,111111,20
2018-04-23 23:30:34.306625,PRDER,111111,20
2018-04-23 23:30:35.209181,PRDER,111111,20
2018-04-23 23:30:36.111456,PRDER,111111,19
2018-04-23 23:30:37.013045,PRDER,111111,18
2018-04-23 23:30:37.915658,PRDER,111111,19
2018-04-23 23:30:38.817682,PRDER,111111,18
2018-04-23 23:30:39.720292,PRDER,111111,19
2018-04-23 23:30:42.425796,PRDER,111111,17
2018-04-23 23:30:43.328302,PRDER,111111,18
2018-04-23 23:30:44.230954,PRDER,111111,18
2018-04-23 23:30:45.133433,PRDER,111111,18
2018-04-23 23:30:46.036064,PRDER,111111,20
2018-04-23 23:30:46.938650,PRDER,111111,20
2018-04-23 23:30:47.841281,PRDER,111111,20
2018-04-23 23:30:48.743957,PRDER,111111,20
2018-04-23 23:30:51.450434,PRDER,111111,19
2018-04-23 23:30:52.352945,PRDER,111111,20
2018-04-23 23:30:53.254530,PRDER,111111,20
2018-04-23 23:30:54.156808,PRDER,111111,20
2018-04-23 23:30:55.058881,PRDER,111111,21
2018-04-23 23:30:55.961391,PRDER,111111,20
2018-04-23 23:30:56.864036,PRDER,111111,24
2018-04-23 23:30:57.766527,PRDER,111111,21
2018-04-23 23:30:58.668992,PRDER,111111,19
2018-04-23 23:31:01.374929,PRDER,111111,17
2018-04-23 23:31:02.277673,PRDER,111111,19
2018-04-23 23:31:03.180544,PRDER,111111,22
2018-04-23 23:31:04.083014,PRDER,111111,23
2018-04-23 23:31:04.985570,PRDER,111111,21
2018-04-23 23:31:05.888281,PRDER,111111,21
2018-04-23 23:31:06.791453,PRDER,111111,19
2018-04-23 23:31:07.694130,PRDER,111111,18
2018-04-23 23:31:10.399067,PRDER,111111,23
2018-04-23 23:31:11.301095,PRDER,111111,23
2018-04-23 23:31:12.203519,PRDER,111111,19
